state,district,total_enrolment,demographic_updates,biometric_updates,biometric_rate,demographic_rate,MSS,LWS,SOS,IRS,INS,MSS_score,LWS_score,SOS_score,IRS_score,INS_score,dominant_signal,uidai_action,overall_risk_score
ANDHRA PRADESH,K.V. Rangareddy,19,166,404,21.263157894736842,8.736842105263158,8736.842105263158,2.4337321541619925,21.263157894736842,1,0,1.7131062951496387,18.721578200973983,4.968027545499262,100,0,IRS_score,Conduct audit and quality checks,25.08054240832458
ANDHRA PRADESH,K.V.Rangareddy,69,518,773,11.202898550724637,7.507246376811594,7507.246376811594,1.492276004497214,11.202898550724637,0,0,1.4720090934924694,11.479390559825763,2.6174996613842607,0,0,LWS_score,Upgrade biometric capture devices,3.1137798629404982
ANDHRA PRADESH,Kakinada,969,28269,11698,12.072239422084623,29.173374613003094,29173.374613003096,0.4138100389182753,12.072239422084623,0,0,5.720269531961391,3.18324964014956,2.820616687402949,0,0,MSS_score,Deploy mobile enrolment units,2.34482717190278
ANDHRA PRADESH,Karim Nagar,82,1151,1697,20.695121951219512,14.036585365853659,14036.58536585366,1.4743690625693906,20.695121951219512,0,0,2.752271640363463,11.341640720317445,4.835308867107363,0,0,LWS_score,Upgrade biometric capture devices,3.7858442455576538
ANDHRA PRADESH,Karimnagar,659,10331,17127,25.98937784522003,15.676783004552352,15676.783004552351,1.65782490319755,25.98937784522003,0,0,3.073879020500461,12.752881830343432,6.072284543275708,0,0,LWS_score,Upgrade biometric capture devices,4.37980907882392
ANDHRA PRADESH,Khammam,1133,32368,40958,36.150044130626654,28.568402471315093,28568.402471315094,1.2653851230593969,36.150044130626654,0,0,5.601647543395116,9.734023727792989,8.446271993137069,0,0,LWS_score,Upgrade biometric capture devices,4.756388652865034
ANDHRA PRADESH,Krishna,6737,111849,233247,34.6217901142942,16.60219682351195,16602.19682351195,2.0853727749773014,34.6217901142942,0,0,3.2553327104925387,16.041810278158085,8.08920329773229,0,0,LWS_score,Upgrade biometric capture devices,5.477269257276583
ANDHRA PRADESH,Kurnool,11770,177645,350633,29.790399320305863,15.09303313508921,15093.03313508921,1.9737834877744012,29.790399320305863,0,0,2.959418261782198,15.18340539445411,6.960373672968659,0,0,LWS_score,Upgrade biometric capture devices,5.020639465840993
ANDHRA PRADESH,Mahabub Nagar,1511,12813,13852,9.167438782263401,8.479814692256783,8479.814692256783,1.0810882435617453,9.167438782263401,0,0,1.6627087631876047,8.316312893915786,2.141924949126963,0,0,LWS_score,Upgrade biometric capture devices,2.424189321246071
ANDHRA PRADESH,Mahabubnagar,7,81,120,17.142857142857142,11.571428571428571,11571.42857142857,1.4814802011899497,17.142857142857142,0,0,2.26890756302521,11.396343427661428,4.005340453938585,0,0,LWS_score,Upgrade biometric capture devices,3.5341182889250446
ANDHRA PRADESH,Mahbubnagar,722,9897,14739,20.414127423822716,13.70775623268698,13707.756232686981,1.4892380769628257,20.414127423822716,0,0,2.687795339742545,11.456021185424113,4.769655940145494,0,0,LWS_score,Upgrade biometric capture devices,3.7826944930624307
ANDHRA PRADESH,Medak,1406,12963,22445,15.963726884779517,9.21977240398293,9219.77240398293,1.731464603533725,15.963726884779517,0,0,1.8077985105848884,13.319358057475625,3.729842730088672,0,0,LWS_score,Upgrade biometric capture devices,3.771399859629837
ANDHRA PRADESH,N. T. R,933,38070,13559,14.532690246516614,40.80385852090032,40803.85852090032,0.3561596185193265,14.532690246516614,0,0,8.000756572725553,2.7397715639067854,3.3954883753543488,0,0,MSS_score,Deploy mobile enrolment units,2.8272033023973373
ANDHRA PRADESH,Nalgonda,1167,29844,32653,27.980291345329906,25.573264781491,25573.264781491,1.0941223439080636,27.980291345329906,0,0,5.014365643429608,8.416578212141392,6.537451248908857,0,0,LWS_score,Upgrade biometric capture devices,3.9936790208959714
ANDHRA PRADESH,Nandyal,905,27385,10640,11.756906077348066,30.259668508287294,30259.668508287294,0.3885337405064688,11.756906077348066,0,0,5.933268334958293,2.988810742451416,2.7469406722775855,0,0,MSS_score,Deploy mobile enrolment units,2.333803949937459
ANDHRA PRADESH,Nellore,5367,68123,158477,29.528041736538103,12.692938326812,12692.938326812,2.326334353238044,29.528041736538103,0,0,2.488811436629804,17.895416486681857,6.8990751720883425,0,0,LWS_score,Upgrade biometric capture devices,5.45666061908
ANDHRA PRADESH,Nizamabad,524,5541,10979,20.952290076335878,10.57442748091603,10574.42748091603,1.981409423825053,20.952290076335878,0,0,2.0734171531207903,15.242068200828985,4.895394877648569,0,0,LWS_score,Upgrade biometric capture devices,4.442176046319669
ANDHRA PRADESH,Palnadu,860,25495,10053,11.68953488372093,29.6453488372093,29645.3488372093,0.39431247730585195,11.68953488372093,0,0,5.812813497492019,3.0332638975397783,2.731199739187133,0,0,MSS_score,Deploy mobile enrolment units,2.315455426843786
ANDHRA PRADESH,Parvathipuram Manyam,508,9391,10630,20.9251968503937,18.486220472440944,18486.220472440946,1.1319342189089732,20.9251968503937,0,0,3.624749112243323,8.707447514888774,4.889064684671425,0,0,LWS_score,Upgrade biometric capture devices,3.444252262360705
ANDHRA PRADESH,Prakasam,7623,120498,212299,27.849796667978485,15.807162534435262,15807.162534435261,1.7618455550674146,27.849796667978485,0,0,3.0994436342029927,13.553064695646666,6.50696183831273,0,0,LWS_score,Upgrade biometric capture devices,4.631894033632478
ANDHRA PRADESH,Rangareddi,1884,22265,54595,28.97823779193206,11.817940552016985,11817.940552016986,2.4520527196643505,28.97823779193206,0,0,2.317243245493527,18.862509855738004,6.770616306526183,0,0,LWS_score,Upgrade biometric capture devices,5.590073881551542
ANDHRA PRADESH,Sri Potti Sriramulu Nellore,1614,22065,10135,6.2794299876084265,13.67100371747212,13671.00371747212,0.4593243864266668,6.2794299876084265,0,0,2.68058896421022,3.5333705089096896,1.4671565391608472,0,0,LWS_score,Upgrade biometric capture devices,1.5362232024561515
ANDHRA PRADESH,Sri Sathya Sai,938,22107,10415,11.103411513859275,23.568230277185503,23568.230277185503,0.4711175456152993,11.103411513859275,0,0,4.62122162297755,3.624089839551291,2.5942550266026343,0,0,MSS_score,Deploy mobile enrolment units,2.1679132978262947
ANDHRA PRADESH,Srikakulam,4300,135699,192607,44.792325581395346,31.557906976744185,31557.906976744183,1.419368889727542,44.792325581395346,0,0,6.18782489740082,10.918549775340262,10.465496631167138,0,0,LWS_score,Upgrade biometric capture devices,5.514374260781644
ANDHRA PRADESH,Tirupati,1719,33230,10398,6.048865619546248,19.331006399069228,19331.00639906923,0.31290985919589287,6.048865619546248,0,0,3.790393411582202,2.4070711268589906,1.4132863597070673,0,0,MSS_score,Deploy mobile enrolment units,1.522150179629652
ANDHRA PRADESH,Visakhapatnam,8178,157193,311303,38.06590853509415,19.221447786744925,19221.447786744924,1.9803861370673104,38.06590853509415,0,0,3.7689113307342987,15.234196528087866,8.893903863339755,0,0,LWS_score,Upgrade biometric capture devices,5.579402344432384
ANDHRA PRADESH,Vizianagaram,3856,78887,159998,41.49325726141079,20.458246887966805,20458.246887966805,2.028191232940105,41.49325726141079,0,0,4.011420958424864,15.601939066746873,9.694686276030557,0,0,LWS_score,Upgrade biometric capture devices,5.861609260240459
ANDHRA PRADESH,Warangal,1059,34766,51758,48.874409820585456,32.82908404154863,32829.08404154863,1.4887529262528476,48.874409820585456,0,0,6.437075302264438,11.452289144927965,11.41925463097791,0,0,LWS_score,Upgrade biometric capture devices,5.861723815634063
ANDHRA PRADESH,West Godavari,5935,126806,220414,37.1379949452401,21.365796124684078,21365.79612468408,1.7381976944148294,37.1379949452401,0,0,4.189371789153741,13.371152618043553,8.67710162271965,0,0,LWS_score,Upgrade biometric capture devices,5.247525205983388
ANDHRA PRADESH,Y. S. R,823,28186,8608,10.459295261239369,34.24787363304982,34247.87363304982,0.305399754720784,10.459295261239369,0,0,6.715269339813689,2.3492993593340437,2.443760575055927,0,0,MSS_score,Deploy mobile enrolment units,2.3016658548407323
ARUNACHAL PRADESH,Anjaw,37,760,1171,31.64864864864865,20.54054054054054,20540.54054054054,1.5407887235633846,31.64864864864865,0,0,4.02755696873344,11.85257651711609,7.394544076787067,0,0,LWS_score,Upgrade biometric capture devices,4.654935512527319
ARUNACHAL PRADESH,Changlang,803,5659,8183,10.190535491905354,7.047322540473226,7047.322540473226,1.446013145169543,10.190535491905354,0,0,1.3818279491123973,11.12351173510691,2.3809662364264845,0,0,LWS_score,Upgrade biometric capture devices,2.977261184129158
ARUNACHAL PRADESH,Dibang Valley,10,160,471,47.1,16.0,16000.0,2.9437481601574,47.1,0,0,3.1372549019607843,22.644895943093886,11.004672897196262,0,0,LWS_score,Upgrade biometric capture devices,7.357364748450186
ARUNACHAL PRADESH,East Kameng,181,1422,4297,23.740331491712706,7.856353591160221,7856.35359116022,3.0217964349848474,23.740331491712706,1,0,1.5404614884627883,23.245285299060747,5.546806423297361,100,0,IRS_score,Conduct audit and quality checks,26.06651064216418
ARUNACHAL PRADESH,East Siang,168,2503,3321,19.767857142857142,14.898809523809524,14898.809523809523,1.3268069400576672,19.767857142857142,0,0,2.9213352007469653,10.206513417429761,4.61865821094793,0,0,LWS_score,Upgrade biometric capture devices,3.549301365824931
ARUNACHAL PRADESH,Kamle,30,318,143,4.766666666666667,10.6,10600.0,0.4496851103599588,4.766666666666667,0,0,2.0784313725490193,3.459220007025151,1.1137071651090342,0,0,LWS_score,Upgrade biometric capture devices,1.3302717089366407
ARUNACHAL PRADESH,Kra Daadi,81,514,1240,15.308641975308642,6.345679012345679,6345.6790123456785,2.4124475601507323,15.308641975308642,0,0,1.2442507867344468,18.55784564290413,3.576785508249683,0,0,LWS_score,Upgrade biometric capture devices,4.675776387577652
ARUNACHAL PRADESH,Kurung Kumey,75,335,3390,45.2,4.466666666666667,4466.666666666667,10.119380329745532,45.2,1,1,0.8758169934640523,77.84372239350327,10.560747663551401,100,100,IRS_score,Conduct audit and quality checks,57.856057410103745
ARUNACHAL PRADESH,Leparada,3,23,36,12.0,7.666666666666667,7666.666666666667,1.565215349719109,12.0,0,0,1.5032679738562091,12.040479278304622,2.803738317757009,0,0,LWS_score,Upgrade biometric capture devices,3.269497113983568
ARUNACHAL PRADESH,Lohit,166,1866,3891,23.43975903614458,11.240963855421686,11240.963855421685,2.0852071482080037,23.43975903614458,0,0,2.204110559886605,16.040536187865,5.476579214052472,0,0,LWS_score,Upgrade biometric capture devices,4.7442451923608155
ARUNACHAL PRADESH,Longding,897,1485,2599,2.8974358974358974,1.6555183946488294,1655.5183946488294,1.7501577785082334,2.8974358974358974,0,0,0.32461144993114305,13.4631560249353,0.6769710040738077,0,0,LWS_score,Upgrade biometric capture devices,2.89294769578805
ARUNACHAL PRADESH,Lower Dibang Valley,109,1157,2248,20.623853211009173,10.614678899082568,10614.678899082568,1.9429540900432516,20.623853211009173,0,0,2.0813095880554053,14.946249066661178,4.818657292291863,0,0,LWS_score,Upgrade biometric capture devices,4.369243189401689
ARUNACHAL PRADESH,Lower Siang,31,339,413,13.32258064516129,10.935483870967742,10935.483870967742,1.2182879714770762,13.32258064516129,0,0,2.144212523719165,9.371727077817082,3.112752487187217,0,0,LWS_score,Upgrade biometric capture devices,2.925738417744693
ARUNACHAL PRADESH,Lower Subansiri,105,1521,2680,25.523809523809526,14.485714285714286,14485.714285714286,1.7619974687065472,25.523809523809526,0,0,2.8403361344537816,13.554233297158527,5.9635068980863375,0,0,LWS_score,Upgrade biometric capture devices,4.471615265939729
ARUNACHAL PRADESH,Namsai,150,2135,6003,40.02,14.233333333333333,14233.333333333332,2.8117076264349232,40.02,0,0,2.7908496732026142,21.629169058951668,9.350467289719628,0,0,LWS_score,Upgrade biometric capture devices,6.754097204374782
ARUNACHAL PRADESH,Pakke Kessang,4,87,74,18.5,21.75,21750.0,0.8505743215750246,18.5,0,0,4.264705882352941,6.5430756831128605,4.322429906542056,0,0,LWS_score,Upgrade biometric capture devices,3.0260422944015715
ARUNACHAL PRADESH,Papum Pare,447,4922,9259,20.713646532438478,11.011185682326621,11011.18568232662,1.8811441672664715,20.713646532438478,0,0,2.1590560161424746,14.470773858396074,4.8396370402893645,0,0,LWS_score,Upgrade biometric capture devices,4.2938933829655825
ARUNACHAL PRADESH,Shi-Yomi,35,238,529,15.114285714285714,6.8,6800.0,2.2226858069746536,15.114285714285714,0,0,1.3333333333333335,17.098096058068176,3.5313751668891857,0,0,LWS_score,Upgrade biometric capture devices,4.392560911658139
ARUNACHAL PRADESH,Siang,103,777,1309,12.70873786407767,7.543689320388349,7543.689320388349,1.684682451450547,12.70873786407767,0,0,1.479154768703598,12.959484553262236,2.9693312766536613,0,0,LWS_score,Upgrade biometric capture devices,3.481594119723899
ARUNACHAL PRADESH,Tawang,154,951,2464,16.0,6.175324675324675,6175.324675324675,2.590952691832655,16.0,0,0,1.2108479755538577,19.93100323394931,3.7383177570093453,0,0,LWS_score,Upgrade biometric capture devices,4.976033793302502
ARUNACHAL PRADESH,Tirap,99,990,1893,19.12121212121212,10.0,10000.0,1.912119300001912,19.12121212121212,0,0,1.9607843137254901,14.709051258314709,4.467572925516851,0,0,LWS_score,Upgrade biometric capture devices,4.22748169951141
ARUNACHAL PRADESH,Upper Siang,43,1321,1796,41.76744186046512,30.72093023255814,30720.930232558138,1.3595756361714433,41.76744186046512,0,0,6.023711810305517,10.45858787261945,9.758748098239515,0,0,LWS_score,Upgrade biometric capture devices,5.248209556232896
ARUNACHAL PRADESH,Upper Subansiri,143,1549,4166,29.132867132867133,10.832167832167832,10832.167832167832,2.6894745991293245,29.132867132867133,0,0,2.123954476895653,20.688886795133065,6.806744657211946,0,0,LWS_score,Upgrade biometric capture devices,5.923917185848134
ARUNACHAL PRADESH,West Kameng,278,1859,6172,22.201438848920862,6.68705035971223,6687.05035971223,3.32005958592488,22.201438848920862,1,0,1.3111863450416137,25.5396860593266,5.1872520675048746,100,0,IRS_score,Conduct audit and quality checks,26.407624894374617
ARUNACHAL PRADESH,West Siang,192,3552,4646,24.197916666666668,18.5,18500.0,1.3079947884712857,24.197916666666668,0,0,3.6274509803921573,10.06180021780723,5.6537188473520255,0,0,LWS_score,Upgrade biometric capture devices,3.868594009110282
ASSAM,Bajali,29,844,23,0.7931034482758621,29.103448275862068,29103.44827586207,0.027251175470567674,0.7931034482758621,0,0,5.706558485463151,0.2096307154294753,0.1853045439896874,0,0,MSS_score,Deploy mobile enrolment units,1.2202987489764627
ASSAM,Baksa,3699,17012,17455,4.718842930521762,4.599080832657475,4599.080832657475,1.0260382110772732,4.718842930521762,0,0,0.9017805554230344,7.892838401720042,1.1025333949817202,0,0,LWS_score,Upgrade biometric capture devices,1.9794304704249595
ASSAM,Barpeta,14383,59142,95421,6.634290481818814,4.111937704234165,4111.937704234166,1.613418009909838,6.634290481818814,0,0,0.8062622949478756,12.411280095770273,1.550067869583835,0,0,LWS_score,Upgrade biometric capture devices,2.953522052060397
ASSAM,Biswanath,1329,11025,9548,7.184349134687735,8.295711060948081,8295.71106094808,0.8660307020818113,7.184349134687735,0,0,1.626610011950604,6.661974484637491,1.678586246422368,0,0,LWS_score,Upgrade biometric capture devices,1.9934341486020926
ASSAM,Bongaigaon,3175,39124,36608,11.53007874015748,12.32251968503937,12322.519685039371,0.9356908877367935,11.53007874015748,0,0,2.4161803303998766,7.1978381420263515,2.693943630877916,0,0,LWS_score,Upgrade biometric capture devices,2.461592420660829
ASSAM,Cachar,17514,58019,66145,3.7766929313691904,3.3127212515701725,3312.7212515701726,1.1400541259056582,3.7766929313691904,0,0,0.6495531865823868,8.769910211764888,0.8824048905068202,0,0,LWS_score,Upgrade biometric capture devices,2.0603736577708185
ASSAM,Charaideo,1189,9913,8293,6.974768713204374,8.33725820016821,8337.25820016821,0.8365772271861968,6.974768713204374,0,0,1.6347565098369037,6.435402496177018,1.629618858225321,0,0,LWS_score,Upgrade biometric capture devices,1.9399555728478486
ASSAM,Chirang,3348,13397,27087,8.090501792114695,4.0014934289127835,4001.4934289127837,2.0218655152603233,8.090501792114695,0,0,0.784606554688781,15.553278240198317,1.8903041570361439,0,0,LWS_score,Upgrade biometric capture devices,3.6456377903846486
ASSAM,Darrang,7595,28319,26265,3.4581961816984856,3.7286372613561554,3728.6372613561552,0.9274667028815959,3.4581961816984856,0,0,0.731105345363952,7.134573283712942,0.8079897620790853,0,0,LWS_score,Upgrade biometric capture devices,1.734733678231196
ASSAM,Dhemaji,6901,22349,20730,3.003912476452688,3.2385161570786845,3238.5161570786845,0.9275554158754642,3.003912476452688,0,0,0.6350031680546441,7.135255711830311,0.7018487094515626,0,0,LWS_score,Upgrade biometric capture devices,1.6944215178673037
ASSAM,Dhubri,12646,80799,59475,4.703068163846275,6.389293057093152,6389.293057093152,0.7360846905868889,4.703068163846275,0,0,1.2528025602143436,5.662359793289281,1.0988477018332419,0,0,LWS_score,Upgrade biometric capture devices,1.6028020110673733
ASSAM,Dibrugarh,7062,26519,26735,3.7857547436986687,3.755168507504956,3755.1685075049563,1.0081424188311165,3.7857547436986687,0,0,0.7363075504911679,7.755174331566781,0.8845221363781935,0,0,LWS_score,Upgrade biometric capture devices,1.8752008036872283
ASSAM,Dima Hasao,250,280,25,0.1,1.12,1120.0,0.08928491709895446,0.1,0,0,0.2196078431372549,0.6868276588189803,0.023364485981308414,0,0,LWS_score,Upgrade biometric capture devices,0.18595999758750872
ASSAM,Goalpara,9898,40567,27624,2.7908668417862192,4.098504748434027,4098.504748434027,0.6809459067708765,2.7908668417862192,0,0,0.8036283820458876,5.238202578062152,0.652071692006126,0,0,LWS_score,Upgrade biometric capture devices,1.3387805304228333
ASSAM,Golaghat,11505,27924,20154,1.751760104302477,2.4271186440677965,2427.1186440677966,0.7217417620545149,1.751760104302477,0,0,0.47590561648388163,5.5520262639028966,0.40928974399590584,0,0,LWS_score,Upgrade biometric capture devices,1.2874443248765368
ASSAM,Hailakandi,5578,21302,21123,3.786841161706705,3.8189315166726425,3818.9315166726424,0.9915944366192059,3.786841161706705,0,0,0.7488101013083612,7.627878341940804,0.8847759723613796,0,0,LWS_score,Upgrade biometric capture devices,1.852292883122109
ASSAM,Hojai,7050,25308,29002,4.113758865248227,3.589787234042553,3589.7872340425533,1.1459585589505923,4.113758865248227,0,0,0.7038798498122654,8.815330290056622,0.9611586133757538,0,0,LWS_score,Upgrade biometric capture devices,2.096073750648928
ASSAM,Jorhat,4887,19788,16279,3.3310824636791487,4.049109883364027,4049.1098833640267,0.8226682735092721,3.3310824636791487,0,0,0.7939431143851032,6.328407335057519,0.7782902952521376,0,0,LWS_score,Upgrade biometric capture devices,1.580128148938952
ASSAM,Kamrup,13666,44584,43252,3.164934874871945,3.2624030440509295,3262.4030440509296,0.9701208375938976,3.164934874871945,0,0,0.6396868713825352,7.462691855530965,0.7394707651569964,0,0,LWS_score,Upgrade biometric capture devices,1.7683698984140992
ASSAM,Kamrup Metro,6046,26191,26762,4.426397618260006,4.331955011577903,4331.955011577903,1.0217990234061718,4.426397618260006,0,0,0.8494029434466477,7.860228287514416,1.0342050509953287,0,0,LWS_score,Upgrade biometric capture devices,1.9487672563912786
ASSAM,Karbi Anglong,8107,31121,39206,4.836067595904773,3.838781300111015,3838.7813001110153,1.2597891413802353,4.836067595904773,0,0,0.7527022157080422,9.690976423495975,1.1299223354917696,0,0,LWS_score,Upgrade biometric capture devices,2.3147201949391576
ASSAM,Karimganj,14833,41414,35646,2.4031551270815075,2.7920177981527674,2792.017798152767,0.8607203440708786,2.4031551270815075,0,0,0.5474544702260328,6.621124351393852,0.5614848427760532,0,0,LWS_score,Upgrade biometric capture devices,1.5460127328791875
ASSAM,Kokrajhar,4609,22669,28859,6.261444998915166,4.918420481666305,4918.420481666305,1.2730575378171989,6.261444998915166,0,0,0.964396172875746,9.793044073410258,1.4629544389988705,0,0,LWS_score,Upgrade biometric capture devices,2.444078937056975
ASSAM,Lakhimpur,7199,35412,29772,4.135574385331296,4.9190165300736215,4919.016530073622,0.8407302461264425,4.135574385331296,0,0,0.9645130451124748,6.4673497541063565,0.966255697507312,0,0,LWS_score,Upgrade biometric capture devices,1.6796236993452287
ASSAM,Majuli,515,3281,3382,6.566990291262136,6.370873786407767,6370.873786407767,1.0307816798154066,6.566990291262136,0,0,1.249190938511327,7.929327717429239,1.534343525995826,0,0,LWS_score,Upgrade biometric capture devices,2.1425724363872787
ASSAM,Marigaon,10487,43810,33936,3.2360064842185565,4.177553161056546,4177.553161056547,0.7746158129659826,3.2360064842185565,0,0,0.8191280707954014,5.958761934156705,0.7560762813594758,0,0,LWS_score,Upgrade biometric capture devices,1.5067932572623164
ASSAM,Nagaon,12873,97377,117879,9.157072943369844,7.564437194127243,7564.437194127243,1.210540930271687,9.157072943369844,0,0,1.4832229792406357,9.312132665381503,2.139503024151833,0,0,LWS_score,Upgrade biometric capture devices,2.586971733754794
ASSAM,Nalbari,3881,20961,20251,5.217985055398093,5.400927595980417,5400.927595980417,0.9661257814349709,5.217985055398093,0,0,1.0590054109765525,7.431959732372414,1.2191553867752554,0,0,LWS_score,Upgrade biometric capture devices,1.9420241060248447
ASSAM,North Cachar Hills,1058,3599,4024,3.8034026465028354,3.4017013232514177,3401.7013232514178,1.1180850710363845,3.8034026465028354,0,0,0.6670002594610623,8.600912412219351,0.888645478154868,0,0,LWS_score,Upgrade biometric capture devices,2.031311629967056
ASSAM,Sibsagar,2737,13070,11380,4.157837047862623,4.775301424917793,4775.301424917793,0.87069442762766,4.157837047862623,0,0,0.936333612728979,6.697850372772991,0.97145725417351,0,0,LWS_score,Upgrade biometric capture devices,1.721128247935096
ASSAM,Sonitpur,9197,43576,30117,3.274654778732195,4.738066760900294,4738.066760900294,0.6911358646097515,3.274654778732195,0,0,0.9290326982157439,5.316589220659153,0.7651062567131297,0,0,LWS_score,Upgrade biometric capture devices,1.4021456351176051
ASSAM,South Salmara Mankachar,1472,21047,4848,3.2934782608695654,14.298233695652174,14298.233695652174,0.2303414552845431,3.2934782608695654,0,0,2.803575234441603,1.7719105040630896,0.7695042665583096,0,0,MSS_score,Deploy mobile enrolment units,1.0689980010126003
